gsis_id,player_name,position,team,projected_season_ppr,weekly_sum_ppr,game_weeks,expected_games,overall_rank_board,position_rank_board,vorp_rank,adp_rank,actual_ppr,prior_ppr,pred_overall_rank,pred_pos_rank,actual_overall_rank,actual_pos_rank
00-0039384,Tyrone Tracy,RB,NYG,164.01,164.01,17,13.003205128205128,78,19,49,75.0,160.8,182.3,80,19,90.0,24.0
00-0033293,Aaron Jones,RB,MIN,164.0,164.0,17,13.003205128205128,79,20,50,67.0,118.7,241.6,81,20,124.0,32.0
00-0033280,Christian McCaffrey,RB,SF,163.08,163.08,17,13.003205128205128,80,21,51,7.0,416.6,47.8,82,21,1.0,1.0
00-0034960,Jakobi Meyers,WR,LV,160.27,160.27,17,13.788461538461538,86,34,92,88.0,107.6,218.0,83,34,140.0,52.0
00-0039917,Michael Penix,QB,ATL,159.26,159.26,17,13.298076923076923,83,24,237,180.0,120.28,44.1,84,24,123.0,29.0
00-0034869,Sam Darnold,QB,MIN,158.58,158.58,17,13.298076923076923,84,25,241,211.0,235.42,307.96,85,25,33.0,13.0
00-0039150,Bryce Young,QB,CAR,158.57,158.57,17,13.298076923076923,85,26,242,181.0,218.04,195.02,86,26,46.0,18.0
00-0039146,Jayden Reed,WR,GB,156.38,156.38,17,13.788461538461538,89,35,94,123.0,48.5,197.0,87,35,232.0,96.0
00-0031588,Stefon Diggs,WR,HOU,151.59,151.59,17,13.788461538461538,94,36,97,86.0,210.3,121.92,88,36,53.0,15.0
00-0037261,Khalil Shakir,WR,BUF,151.57,151.57,17,13.788461538461538,95,37,98,101.0,166.4,182.5,89,37,86.0,32.0
00-0038996,Tucker Kraft,TE,GB,149.91,149.91,17,13.041666666666666,87,6,55,106.0,117.2,163.3,90,6,127.0,20.0
00-0033897,Joe Mixon,RB,HOU,147.77,147.77,17,13.003205128205128,88,22,61,114.0,,240.5,91,22,,
00-0033858,Jonnu Smith,TE,MIA,147.58,147.58,17,13.041666666666666,90,7,57,151.0,85.2,222.3,92,7,169.0,27.0
00-0036970,Kyle Pitts,TE,ATL,147.46,147.46,17,13.041666666666666,91,8,58,131.0,210.8,131.2,93,8,52.0,2.0
00-0039901,Keon Coleman,WR,BUF,147.15,147.15,17,13.788461538461538,97,38,103,115.0,102.4,111.5,94,38,146.0,54.0
00-0036275,D'Andre Swift,RB,CHI,146.97,146.97,17,13.003205128205128,92,23,62,54.0,228.6,214.5,95,23,36.0,14.0
00-0039067,Rashee Rice,WR,KC,146.63,146.63,17,13.788461538461538,98,39,104,71.0,150.1,64.9,96,39,92.0,35.0
00-0034837,Calvin Ridley,WR,TEN,146.45,146.45,17,13.788461538461538,99,40,106,65.0,47.3,199.2,97,40,237.0,98.0
00-0035719,Deebo Samuel,WR,SF,146.29,146.29,17,13.788461538461538,100,41,107,79.0,188.2,155.6,98,41,64.0,22.0
00-0036875,Rhamondre Stevenson,RB,NE,144.43,144.43,17,13.003205128205128,93,24,63,110.0,178.8,175.9,99,24,75.0,22.0
00-0033908,Cooper Kupp,WR,LA,141.97,141.97,17,13.788461538461538,105,42,110,90.0,116.3,175.0,100,42,129.0,47.0
00-0036309,Darnell Mooney,WR,ATL,141.4,141.4,17,13.788461538461538,106,43,111,136.0,82.3,193.2,101,43,174.0,71.0
00-0036973,Travis Etienne,RB,JAX,139.42,139.42,17,13.003205128205128,96,25,74,92.0,253.9,130.2,102,25,29.0,10.0
00-0036945,Justin Fields,QB,PIT,139.11,139.11,17,13.298076923076923,102,27,329,113.0,142.66,119.14,103,27,97.0,24.0
00-0029263,Russell Wilson,QB,PIT,138.99,138.99,17,13.298076923076923,103,28,330,249.0,49.84,172.78,104,28,228.0,38.0
00-0036259,Jauan Jennings,WR,SF,138.79,138.79,17,13.788461538461538,110,44,113,104.0,173.3,210.5,105,44,82.0,29.0
00-0039342,Xavier Legette,WR,CAR,138.38,138.38,17,13.788461538461538,112,45,114,175.0,89.3,125.1,106,45,163.0,64.0
00-0034753,Mark Andrews,TE,BAL,137.32,137.32,17,13.041666666666666,101,9,70,73.0,131.0,188.8,107,9,106.0,12.0
00-0038117,Wan'Dale Robinson,WR,NYG,137.01,137.01,17,13.788461538461538,114,46,117,182.0,217.9,182.7,108,46,47.0,13.0
00-0033885,David Njoku,TE,CLE,135.91,135.91,17,13.041666666666666,104,10,75,80.0,86.3,148.5,109,10,167.0,26.0
00-0038997,Josh Downs,WR,IND,134.42,134.42,17,13.788461538461538,116,47,119,120.0,138.4,182.2,110,47,100.0,38.0
00-0036158,J.K. Dobbins,RB,LAC,133.32,133.32,17,13.003205128205128,107,26,81,98.0,115.9,191.8,111,26,130.0,34.0
00-0037228,Jaylen Warren,RB,PIT,133.03,133.03,17,13.003205128205128,108,27,83,84.0,217.1,124.1,112,27,48.0,16.0
00-0036893,Najee Harris,RB,PIT,132.98,132.98,17,13.003205128205128,109,28,84,129.0,11.6,204.6,113,28,339.0,80.0
00-0037816,Romeo Doubs,WR,GB,131.95,131.95,17,13.788461538461538,121,48,125,191.0,165.4,132.1,114,48,87.0,33.0
00-0038544,Quentin Johnston,WR,LAC,131.37,131.37,17,13.788461538461538,122,49,126,221.0,171.2,174.70000000000002,115,49,84.0,31.0
00-0033699,Austin Ekeler,RB,WAS,130.53,130.53,17,13.003205128205128,111,29,87,,13.1,132.3,116,29,331.0,79.0
00-0030061,Zach Ertz,TE,WAS,129.63,129.63,17,13.041666666666666,113,11,82,152.0,126.4,177.4,117,11,112.0,15.0
00-0037239,Chris Olave,WR,NO,127.74,127.74,17,13.788461538461538,124,50,132,78.0,268.0,76.7,118,50,27.0,6.0
00-0036894,Pat Freiermuth,TE,PIT,127.7,127.7,17,13.041666666666666,115,12,85,209.0,113.6,168.3,119,12,134.0,21.0
00-0036550,Rashod Bateman,WR,BAL,127.17,127.17,17,13.788461538461538,125,51,133,169.0,55.4,174.60000000000002,120,51,216.0,88.0
00-0034351,Dallas Goedert,TE,PHI,126.71,126.71,17,13.041666666666666,117,13,88,139.0,185.1,103.6,121,13,68.0,5.0
00-0038933,Dalton Kincaid,TE,BUF,126.27,126.27,17,13.041666666666666,118,14,89,124.0,126.1,100.8,122,14,113.0,16.0
00-0037838,Isaiah Likely,TE,BAL,125.76,125.76,17,13.041666666666666,119,15,90,185.0,61.7,123.7,123,15,204.0,37.0
00-0038129,Cade Otton,TE,TB,125.61,125.61,17,13.041666666666666,120,16,91,214.0,122.2,140.6,124,16,119.0,18.0
00-0033921,Chris Godwin,WR,TB,124.62,124.62,17,13.788461538461538,126,52,134,102.0,83.0,137.8,125,52,173.0,70.0
00-0039165,Zach Charbonnet,RB,SEA,120.67,120.67,17,13.003205128205128,123,30,93,105.0,181.4,183.7,126,30,72.0,21.0
00-0038393,Dontayvion Wicks,WR,GB,120.61,120.61,17,13.788461538461538,129,53,137,285.0,75.8,110.5,127,53,180.0,74.0
00-0035710,Daniel Jones,QB,NYG,117.48,117.48,17,13.298076923076923,127,29,431,260.0,226.44,135.3,128,29,39.0,17.0
00-0036261,Brandon Aiyuk,WR,SF,116.02,116.02,17,13.788461538461538,136,54,138,146.0,,62.400000000000006,129,54,,
00-0038621,Demario Douglas,WR,NE,115.63,115.63,17,13.788461538461538,138,56,140,194.0,95.8,147.7,130,55,155.0,59.0
00-0037545,Rashid Shaheed,WR,NO,115.63,115.63,17,13.788461538461538,137,55,139,141.0,104.4,81.8,130,55,142.0,53.0
00-0039164,Anthony Richardson,QB,IND,115.46,115.46,17,13.298076923076923,132,30,442,248.0,2.16,163.36,132,30,408.0,53.0
00-0035229,T.J. Hockenson,TE,MIN,113.91,113.91,17,13.041666666666666,130,17,95,64.0,112.8,86.5,133,17,136.0,22.0
00-0037746,Brian Robinson,RB,WAS,113.89,113.89,17,13.003205128205128,128,31,99,119.0,62.5,159.79999999999998,134,31,203.0,50.0
00-0038041,Jake Ferguson,TE,DAL,113.35,113.35,17,13.041666666666666,131,18,96,135.0,188.1,104.4,135,18,65.0,4.0
00-0037525,Jordan Mason,RB,SF,112.58,112.58,17,13.003205128205128,133,32,100,95.0,128.9,115.0,136,32,109.0,28.0
00-0037263,Tyler Allgeier,RB,ATL,111.9,111.9,17,13.003205128205128,134,33,101,164.0,123.0,106.2,137,33,118.0,30.0
00-0039875,Ray Davis,RB,BUF,111.49,111.49,17,13.003205128205128,135,34,102,171.0,64.1,116.1,138,34,199.0,49.0
00-0038976,Marvin Mims,WR,DEN,110.31,110.31,17,13.788461538461538,143,57,149,150.0,95.0,129.5,139,57,156.0,60.0
00-0037256,Rachaad White,RB,TB,108.59,108.59,17,13.003205128205128,139,35,108,142.0,143.0,199.6,140,35,96.0,26.0
00-0038559,Michael Wilson,WR,ARI,108.48,108.48,17,13.788461538461538,145,58,151,269.0,136.0,124.5,141,58,102.0,40.0
00-0037197,Isiah Pacheco,RB,KC,107.42,107.42,17,13.003205128205128,140,36,109,60.0,87.3,56.900000000000006,142,36,166.0,44.0
00-0034383,Dalton Schultz,TE,HOU,107.27,107.27,17,13.041666666666666,141,19,105,228.0,177.70000000000002,118.2,143,19,77.0,8.0
00-0036139,Rico Dowdle,RB,DAL,105.29,105.29,17,13.003205128205128,142,37,112,204.0,216.3,197.8,144,37,49.0,17.0
00-0037664,Alec Pierce,WR,IND,104.97,104.97,17,13.788461538461538,150,59,152,246.0,183.3,161.4,145,59,70.0,25.0
00-0034775,Christian Kirk,WR,JAX,102.7,102.7,17,13.788461538461538,152,60,155,148.0,57.9,70.9,146,60,213.0,86.0
00-0036997,Javonte Williams,RB,DEN,102.53,102.53,17,13.003205128205128,144,38,115,107.0,242.8,157.9,147,38,31.0,11.0
00-0029604,Kirk Cousins,QB,ATL,102.38,102.38,17,13.298076923076923,147,31,496,300.0,103.54,176.32,148,31,144.0,31.0
00-0039032,Tyjae Spears,RB,TEN,101.84,101.84,17,13.003205128205128,146,39,116,179.0,111.7,113.6,149,39,137.0,35.0
00-0036988,Josh Palmer,WR,LAC,101.57,101.57,17,13.788461538461538,153,61,159,,52.3,107.4,150,61,222.0,90.0
00-0036626,Dyami Brown,WR,WAS,101.08,101.08,17,13.788461538461538,154,62,160,275.0,49.7,67.4,151,62,229.0,95.0
00-0038555,Tank Bigsby,RB,JAX,99.53,99.53,17,13.003205128205128,148,40,118,130.0,52.6,129.0,152,40,221.0,54.0
00-0034791,Nick Chubb,RB,CLE,99.17,99.17,17,13.003205128205128,149,41,120,121.0,88.3,63.3,153,41,165.0,43.0
00-0030035,Adam Thielen,WR,CAR,98.03,98.03,17,13.788461538461538,159,63,165,170.0,22.7,139.5,154,63,295.0,119.0
00-0037267,Jerome Ford,RB,CLE,97.27,97.27,17,13.003205128205128,151,42,122,155.0,43.6,134.0,155,42,242.0,57.0
00-0039868,Troy Franklin,WR,DEN,94.62,94.62,17,13.788461538461538,162,64,171,272.0,177.1,67.1,156,64,79.0,28.0
00-0039491,Jalen Coker,WR,CAR,94.54,94.54,17,13.788461538461538,163,65,172,259.0,90.4,92.56,157,65,161.0,62.0
00-0038608,Kayshon Boutte,WR,NE,94.49,94.49,17,13.788461538461538,164,66,173,288.0,124.1,121.9,158,66,116.0,44.0
00-0039363,Isaac Guerendo,RB,SF,94.22,94.22,17,13.003205128205128,155,43,129,208.0,0.0,96.2,159,43,426.0,103.0
00-0037809,Chigoziem Okonkwo,TE,TEN,94.15,94.15,17,13.041666666666666,156,20,121,,124.0,113.6,160,20,117.0,17.0
00-0039916,Ricky Pearsall,WR,SF,93.74,93.74,17,13.788461538461538,165,67,174,85.0,88.6,93.5,161,67,164.0,65.0
00-0033881,Evan Engram,TE,JAX,93.6,93.6,17,13.041666666666666,157,21,123,81.0,102.8,89.5,162,21,145.0,25.0
00-0038935,Brenton Strange,TE,JAX,93.57,93.57,17,13.041666666666666,158,22,124,188.0,118.0,91.1,163,22,125.0,19.0
00-0037837,Calvin Austin,WR,PIT,92.6,92.6,17,13.788461538461538,166,68,178,263.0,86.2,120.8,164,68,168.0,66.0
00-0033090,Hunter Henry,TE,NE,91.98,91.98,17,13.041666666666666,160,23,127,159.0,178.8,145.4,165,23,75.0,7.0
00-0036290,Cole Kmet,TE,CHI,91.43,91.43,17,13.041666666666666,161,24,128,256.0,78.7,120.4,166,24,177.0,28.0
00-0036980,Elijah Moore,WR,CLE,89.44,89.44,17,13.788461538461538,168,69,183,313.0,28.6,120.9,167,69,276.0,113.0
00-0034829,Mike Gesicki,TE,CIN,86.35,86.35,17,13.041666666666666,167,25,135,225.0,70.7,141.5,168,25,189.0,33.0
00-0038563,Tre Tucker,WR,LV,85.77,85.77,17,13.788461538461538,171,70,186,357.0,161.7,129.3,169,70,88.0,34.0
00-0035535,Darius Slayton,WR,NYG,85.66,85.66,17,13.788461538461538,172,71,187,268.0,98.8,110.0,170,71,153.0,57.0
00-0033357,Taysom Hill,TE,NO,83.66,83.66,17,13.041666666666666,169,26,136,290.0,41.78,102.34,171,26,244.0,47.0
00-0039855,Jalen McMillan,WR,TB,82.32,82.32,17,13.788461538461538,176,72,198,287.0,29.9,135.4,172,72,272.0,111.0
00-0038977,Tank Dell,WR,HOU,81.5,81.5,17,13.788461538461538,178,73,200,325.0,,140.0,173,73,,
00-0039021,Roschon Johnson,RB,CHI,81.24,81.24,17,13.003205128205128,170,44,142,223.0,1.7000000000000002,77.39999999999999,174,44,417.0,99.0
00-0039921,Trey Benson,RB,ARI,79.96,79.96,17,13.003205128205128,173,45,143,153.0,35.4,47.0,175,45,255.0,60.0
00-0039746,Will Shipley,RB,PHI,79.57,79.57,17,13.003205128205128,174,46,146,200.0,19.5,15.7,176,46,307.0,73.0
00-0033923,Kareem Hunt,RB,KC,78.99,78.99,17,13.003205128205128,175,47,147,195.0,145.4,155.4,177,47,95.0,25.0
00-0036040,Juwan Johnson,TE,NO,77.6,77.6,17,13.041666666666666,177,27,141,297.0,179.9,122.8,178,27,74.0,6.0
00-0038979,Cedric Tillman,WR,CLE,76.99,76.99,17,13.788461538461538,180,74,213,189.0,60.0,80.4,179,74,206.0,84.0
00-0038124,Christian Watson,WR,GB,76.6,76.6,17,13.788461538461538,181,75,215,335.0,132.4,105.3,180,75,105.0,42.0
00-0034270,Tyler Conklin,TE,NYJ,75.95,75.95,17,13.041666666666666,179,28,145,279.0,17.3,121.9,181,28,312.0,68.0
00-0030564,DeAndre Hopkins,WR,KC,74.94,74.94,17,13.788461538461538,184,76,219,233.0,67.0,108.7,182,76,193.0,78.0
00-0026158,Joe Flacco,QB,IND,72.34,72.34,17,13.298076923076923,183,32,524,238.0,120.76,99.04,183,32,121.0,28.0
00-0035689,Dawson Knox,TE,BUF,71.38,71.38,17,13.041666666666666,182,29,150,309.0,103.7,59.1,184,29,143.0,24.0
00-0038619,Andrei Iosivas,WR,CIN,70.56,70.56,17,13.788461538461538,187,77,227,292.0,89.9,119.9,185,77,162.0,63.0
00-0038454,Keaton Mitchell,RB,BAL,70.25,70.25,17,13.003205128205128,185,48,153,250.0,55.4,6.8,186,48,216.0,53.0
00-0034407,Ray-Ray McCloud,WR,ATL,69.34,69.34,17,13.788461538461538,189,78,233,306.0,12.4,142.5,187,78,337.0,137.0
00-0036196,Gabe Davis,WR,JAX,68.37,68.37,17,13.788461538461538,193,79,236,504.0,30.9,53.9,188,79,268.0,108.0
00-0038551,Kendre Miller,RB,NO,67.89,67.89,17,13.003205128205128,186,49,161,227.0,33.3,29.1,189,49,257.0,62.0
00-0038558,Darnell Washington,TE,PIT,65.6,65.6,17,13.041666666666666,188,30,156,347.0,73.4,45.0,190,30,185.0,31.0
00-0035243,Miles Sanders,RB,CAR,65.14,65.14,17,13.003205128205128,190,50,164,253.0,26.700000000000003,77.3,191,50,282.0,67.0
00-0039356,Ja'Tavion Sanders,TE,CAR,64.94,64.94,17,13.041666666666666,191,31,158,241.0,54.0,73.2,192,31,219.0,42.0
00-0039738,Blake Corum,RB,LA,64.48,64.48,17,13.003205128205128,192,51,166,234.0,122.2,33.5,193,51,119.0,31.0
00-0039874,Jaylen Wright,RB,MIA,64.47,64.47,17,13.003205128205128,194,52,167,235.0,48.2,26.7,194,52,234.0,55.0
00-0036637,Noah Gray,TE,KC,63.98,63.98,17,13.041666666666666,195,32,162,264.0,38.8,113.3,195,32,246.0,48.0
00-0039880,Malik Washington,WR,MIA,63.81,63.81,17,13.788461538461538,201,80,253,326.0,116.7,56.8,196,80,128.0,46.0
00-0036328,Antonio Gibson,RB,NE,63.48,63.48,17,13.003205128205128,196,53,169,307.0,23.200000000000003,103.4,197,53,291.0,70.0
00-0037741,Jahan Dotson,WR,PHI,63.46,63.46,17,13.788461538461538,203,81,255,331.0,50.2,41.9,198,81,226.0,93.0
00-0039355,Luke McCaffrey,WR,WAS,63.35,63.35,17,13.788461538461538,204,82,256,296.0,51.3,34.8,199,82,224.0,92.0
00-0034972,Alexander Mattison,RB,LV,62.98,62.98,17,13.003205128205128,197,54,170,,,137.4,200,54,,
00-0035208,Olamide Zaccheaus,WR,WAS,62.39,62.39,17,13.788461538461538,206,83,259,341.0,84.8,114.4,201,83,170.0,67.0
00-0034159,Will Dissly,TE,LAC,62.25,62.25,17,13.041666666666666,198,33,163,343.0,20.7,110.1,202,33,299.0,64.0
00-0037291,Jalen Nailor,WR,MIN,62.11,62.11,17,13.788461538461538,207,84,261,379.0,100.7,105.0,203,84,147.0,55.0
00-0039890,Adonai Mitchell,WR,IND,61.13,61.13,17,13.788461538461538,208,85,270,305.0,65.69999999999999,53.76,204,85,197.0,82.0
00-0039794,Braelon Allen,RB,NYJ,60.84,60.84,17,13.003205128205128,199,55,175,134.0,15.3,85.2,205,55,318.0,76.0
00-0034364,Jordan Akins,TE,CLE,60.56,60.56,17,13.041666666666666,200,34,168,,,91.0,206,34,,
00-0034975,Justice Hill,RB,BAL,60.17,60.17,17,13.003205128205128,202,56,177,237.0,65.2,127.1,207,56,198.0,48.0
00-0035500,Greg Dortch,WR,ARI,59.27,59.27,17,13.788461538461538,211,86,274,616.0,75.10000000000001,90.3,208,86,181.0,75.0
00-0031687,Raheem Mostert,RB,MIA,58.96,58.96,17,13.003205128205128,205,57,180,219.0,29.4,70.9,209,57,274.0,66.0
00-0036849,Tutu Atwell,WR,LA,58.12,58.12,17,13.788461538461538,212,87,278,319.0,31.2,98.9,210,87,265.0,107.0
00-0037666,Jalen Tolbert,WR,DAL,57.31,57.31,17,13.788461538461538,213,88,281,351.0,46.3,152.0,211,88,239.0,99.0
00-0038040,Zamir White,RB,LV,57.16,57.16,17,13.003205128205128,209,58,181,323.0,9.6,29.3,212,58,351.0,83.0
00-0034521,Allen Lazard,WR,NYJ,56.24,56.24,17,13.788461538461538,216,89,288,376.0,23.0,126.0,213,89,293.0,118.0
00-0035644,Noah Fant,TE,SEA,56.12,56.12,17,13.041666666666666,210,35,179,322.0,74.8,104.0,214,35,182.0,29.0
00-0038606,Parker Washington,WR,JAX,55.49,55.49,17,13.788461538461538,218,90,293,414.0,184.7,97.0,215,90,69.0,24.0
00-0033282,Curtis Samuel,WR,BUF,54.39,54.39,17,13.788461538461538,219,91,299,398.0,21.1,63.7,216,91,297.0,120.0
00-0039751,Jordan Whittington,WR,LA,54.19,54.19,17,13.788461538461538,221,92,300,371.0,36.3,52.5,217,92,252.0,103.0
00-0037614,John Metchie,WR,HOU,53.95,53.95,17,13.788461538461538,222,93,303,354.0,66.1,55.4,218,93,196.0,81.0
00-0036919,Kenneth Gainwell,RB,PHI,53.65,53.65,17,13.003205128205128,214,59,185,,221.3,62.6,219,59,42.0,15.0
00-0037086,Grant Calcaterra,TE,PHI,53.34,53.34,17,13.041666666666666,215,36,182,352.0,22.6,59.8,220,36,296.0,63.0
00-0035537,Ty Johnson,RB,BUF,52.92,52.92,17,13.003205128205128,217,60,190,312.0,100.3,91.7,221,60,149.0,38.0
00-0036182,Nick Westbrook-Ikhine,WR,TEN,52.91,52.91,17,13.788461538461538,224,94,307,364.0,19.9,135.7,222,94,304.0,124.0
00-0037801,Kavontae Turpin,WR,DAL,52.29,52.29,17,13.788461538461538,225,95,308,350.0,84.5,104.2,223,95,172.0,69.0
00-0038797,Emanuel Wilson,RB,GB,51.28,51.28,17,13.003205128205128,220,61,197,321.0,94.5,96.0,224,61,157.0,40.0
00-0031544,Amari Cooper,WR,BUF,51.09,51.09,17,13.788461538461538,233,96,312,,,61.7,225,96,,
00-0035249,Josh Oliver,TE,MIN,50.39,50.39,17,13.041666666666666,223,37,184,365.0,55.0,65.8,226,37,218.0,41.0
00-0039424,Devaughn Vele,WR,DEN,49.57,49.57,17,13.788461538461538,238,97,318,384.0,66.3,106.5,227,97,195.0,80.0
00-0036422,Adam Trautman,TE,DEN,49.23,49.23,17,13.041666666666666,226,38,189,404.0,45.5,43.8,228,38,240.0,46.0
00-0038611,Chris Rodriguez,RB,WAS,49.05,49.05,17,13.003205128205128,227,62,202,293.0,92.0,31.5,229,62,159.0,41.0
00-0036251,Zack Moss,RB,CIN,49.0,49.0,17,13.003205128205128,228,63,203,274.0,,81.9,230,63,,
00-0038794,Jaleel McLaughlin,RB,DEN,48.92,48.92,17,13.003205128205128,229,64,204,301.0,31.4,97.2,231,64,264.0,65.0
00-0033895,Gerald Everett,TE,CHI,48.87,48.87,17,13.041666666666666,230,39,192,906.0,,11.6,232,39,,
00-0037258,Dameon Pierce,RB,HOU,48.62,48.62,17,13.003205128205128,231,65,205,295.0,2.6,43.5,233,65,400.0,95.0
00-0033110,Tyler Higbee,TE,LA,48.45,48.45,17,13.041666666666666,232,40,193,310.0,71.1,26.6,234,40,188.0,32.0
00-0032392,Austin Hooper,TE,NE,48.16,48.16,17,13.041666666666666,235,41,194,353.0,59.3,108.6,235,41,209.0,39.0
00-0038951,Sean Tucker,RB,TB,48.08,48.08,17,13.003205128205128,234,66,206,304.0,91.4,68.7,236,66,160.0,42.0
00-0033857,JuJu Smith-Schuster,WR,KC,48.04,48.04,17,13.788461538461538,241,98,323,315.0,73.5,53.1,237,98,184.0,76.0
00-0039847,Theo Johnson,TE,NYG,48.04,48.04,17,13.041666666666666,236,42,195,298.0,127.8,68.1,237,42,110.0,14.0
00-0036244,Colby Parkinson,TE,LA,47.65,47.65,17,13.041666666666666,237,43,196,579.0,129.8,65.4,239,43,108.0,13.0
00-0035406,Lil'Jordan Humphrey,WR,DEN,46.99,46.99,17,13.788461538461538,244,99,331,573.0,25.1,64.3,240,99,284.0,115.0
00-0036924,Michael Carter,RB,ARI,46.53,46.53,17,13.003205128205128,239,67,211,653.0,99.0,35.8,241,67,152.0,39.0
00-0038589,Josh Whyle,TE,TEN,45.86,45.86,17,13.041666666666666,240,44,199,714.0,14.6,60.8,242,44,323.0,71.0
00-0039041,Elijah Higgins,TE,ARI,45.33,45.33,17,13.041666666666666,242,45,201,369.0,58.1,49.2,243,45,212.0,40.0
00-0031503,Jameis Winston,QB,CLE,45.26,45.26,17,13.298076923076923,246,34,526,314.0,43.28,131.14,244,33,243.0,40.0
00-0039152,Will Levis,QB,TEN,45.26,45.26,17,13.298076923076923,245,33,525,,,119.94,244,33,,
00-0036427,Tyler Johnson,WR,LA,44.66,44.66,17,13.788461538461538,250,100,341,709.0,37.7,61.1,246,100,248.0,101.0
00-0038098,Pierre Strong,RB,CLE,44.38,44.38,17,13.003205128205128,243,68,216,717.0,,35.2,247,68,,
00-0032211,Tyler Lockett,WR,SEA,44.34,44.34,17,13.788461538461538,252,101,347,283.0,50.1,121.0,248,101,227.0,94.0
00-0039793,A.J. Barner,TE,SEA,44.17,44.17,17,13.041666666666666,247,46,207,,147.3,78.5,249,46,93.0,11.0
00-0038720,Julian Hill,TE,MIA,43.39,43.39,17,13.041666666666666,248,47,208,401.0,31.0,22.0,250,47,267.0,53.0
00-0038547,Luke Schoonmaker,TE,DAL,42.84,42.84,17,13.041666666666666,249,48,210,388.0,27.2,57.1,251,48,281.0,59.0
00-0033375,Tim Patrick,WR,DET,42.79,42.79,17,13.788461538461538,255,102,360,433.0,51.7,92.4,252,102,223.0,91.0
00-0038115,Daniel Bellinger,TE,NYG,42.23,42.23,17,13.041666666666666,251,49,212,423.0,59.6,26.5,253,49,207.0,38.0
00-0031235,Odell Beckham,WR,MIA,42.11,42.11,17,13.788461538461538,257,103,366,360.0,,14.5,254,103,,
00-0035250,Devin Singletary,RB,NYG,41.38,41.38,17,13.003205128205128,253,69,222,289.0,108.8,96.6,255,69,139.0,36.0
00-0036876,Kylen Granson,TE,IND,41.3,41.3,17,13.041666666666666,254,50,214,496.0,11.0,32.2,256,50,343.0,78.0
00-0039398,Joe Milton,QB,NE,41.23,41.23,17,13.298076923076923,256,35,527,356.0,10.32,19.24,257,35,345.0,48.0
00-0033009,Tyler Boyd,WR,TEN,41.13,41.13,17,13.788461538461538,262,104,371,905.0,,78.3,258,104,,
00-0037539,Lucas Krull,TE,DEN,39.8,39.8,17,13.041666666666666,258,51,217,822.0,3.5,34.2,259,51,391.0,87.0
00-0033925,D'Onta Foreman,RB,CLE,39.56,39.56,17,13.003205128205128,259,70,225,,,32.6,260,70,,
00-0039066,Michael Mayer,TE,LV,39.53,39.53,17,13.041666666666666,260,52,218,334.0,73.8,36.6,261,52,183.0,30.0
00-0034613,Tanner Hudson,TE,CIN,39.22,39.22,17,13.041666666666666,261,53,220,648.0,47.8,38.5,262,53,236.0,44.0
00-0034418,Cedrick Wilson,WR,NO,38.68,38.68,17,13.788461538461538,270,105,380,600.0,9.4,51.94,263,105,353.0,143.0
00-0036906,Khalil Herbert,RB,CIN,38.38,38.38,17,13.003205128205128,263,71,232,385.0,6.6,21.5,264,71,367.0,87.0
00-0039144,Luke Musgrave,TE,GB,38.07,38.07,17,13.041666666666666,264,54,221,336.0,49.2,11.5,265,54,230.0,43.0
00-0033949,Joshua Dobbs,QB,SF,37.97,37.97,17,13.298076923076923,267,36,528,358.0,2.1,30.84,266,36,409.0,54.0
00-0039373,Audric Estime,RB,DEN,37.94,37.94,17,13.003205128205128,265,72,234,337.0,48.1,48.7,267,72,235.0,56.0
00-0033526,Samaje Perine,RB,KC,37.74,37.74,17,13.003205128205128,266,73,235,419.0,77.9,81.4,268,73,178.0,45.0
00-0034386,Justin Watson,WR,KC,37.71,37.71,17,13.788461538461538,276,106,384,483.0,6.0,62.9,269,106,371.0,153.0
00-0036415,Van Jefferson,WR,PIT,37.54,37.54,17,13.788461538461538,277,107,385,536.0,70.0,63.6,270,107,191.0,77.0
00-0032775,Demarcus Robinson,WR,LA,37.3,37.3,17,13.788461538461538,279,108,388,397.0,58.2,123.5,271,108,211.0,85.0
00-0035289,Gardner Minshew,QB,LV,36.85,36.85,17,13.298076923076923,275,37,529,387.0,-0.3200000000000003,96.32,272,37,445.0,62.0
00-0036984,Trey Sermon,RB,IND,36.62,36.62,17,13.003205128205128,268,74,238,629.0,0.0,53.8,273,74,426.0,103.0
00-0038705,Emari Demercado,RB,ARI,36.54,36.54,17,13.003205128205128,269,75,239,660.0,58.3,54.7,274,75,210.0,51.0
00-0039814,Erick All,TE,CIN,36.36,36.36,17,13.041666666666666,271,55,223,861.0,,35.8,275,55,,
00-0037805,Jeremy Ruckert,TE,NYJ,36.2,36.2,17,13.041666666666666,273,56,224,663.0,46.9,28.5,276,56,238.0,45.0
00-0029892,Kyle Juszczyk,RB,SF,36.13,36.13,17,13.003205128205128,272,76,240,426.0,57.0,57.6,277,76,215.0,52.0
00-0033955,Jeremy McNichols,RB,WAS,36.07,36.07,17,13.003205128205128,274,77,243,451.0,72.7,63.8,278,77,186.0,46.0
00-0038783,Nate Adkins,TE,DEN,35.49,35.49,17,13.041666666666666,278,57,226,723.0,16.8,43.5,279,57,314.0,69.0
00-0038938,Jalin Hyatt,WR,NYG,35.23,35.23,17,13.788461538461538,286,109,397,380.0,8.5,14.2,280,109,357.0,145.0
